message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.462059])";"30";"turtlesim1.sim";"1726576701.485300454";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.388969])";"30";"turtlesim2.sim";"1726576701.485398858";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.374351])";"30";"turtlesim3.sim";"1726576701.492004400";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.403587])";"30";"turtlesim2.sim";"1726576701.500515252";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.476676])";"30";"turtlesim1.sim";"1726576701.501673441";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.388969])";"30";"turtlesim3.sim";"1726576701.507991914";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.418205])";"30";"turtlesim2.sim";"1726576701.516685037";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.491294])";"30";"turtlesim1.sim";"1726576701.517057675";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.403587])";"30";"turtlesim3.sim";"1726576701.524558995";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.432823])";"30";"turtlesim2.sim";"1726576701.533165316";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.505912])";"30";"turtlesim1.sim";"1726576701.533367966";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.418205])";"30";"turtlesim3.sim";"1726576701.539632323";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.447441])";"30";"turtlesim2.sim";"1726576701.548521227";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.520530])";"30";"turtlesim1.sim";"1726576701.548635861";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.432823])";"30";"turtlesim3.sim";"1726576701.555771381";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.535148])";"30";"turtlesim1.sim";"1726576701.564840564";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.462059])";"30";"turtlesim2.sim";"1726576701.564949578";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.447441])";"30";"turtlesim3.sim";"1726576701.571708783";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.476676])";"30";"turtlesim2.sim";"1726576701.581135055";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.549766])";"30";"turtlesim1.sim";"1726576701.581194095";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.462059])";"30";"turtlesim3.sim";"1726576701.587629513";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.564384])";"30";"turtlesim1.sim";"1726576701.597437259";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.491294])";"30";"turtlesim2.sim";"1726576701.597418463";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.476676])";"30";"turtlesim3.sim";"1726576701.603603101";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.579002])";"30";"turtlesim1.sim";"1726576701.612737286";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.505912])";"30";"turtlesim2.sim";"1726576701.612845408";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.491294])";"30";"turtlesim3.sim";"1726576701.619579536";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.520530])";"30";"turtlesim2.sim";"1726576701.629279922";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.593620])";"30";"turtlesim1.sim";"1726576701.629336468";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.505912])";"30";"turtlesim3.sim";"1726576701.636524927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.608238])";"30";"turtlesim1.sim";"1726576701.644774027";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.535148])";"30";"turtlesim2.sim";"1726576701.644758032";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.520530])";"30";"turtlesim3.sim";"1726576701.651578551";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.622856])";"30";"turtlesim1.sim";"1726576701.661193186";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.549766])";"30";"turtlesim2.sim";"1726576701.661259019";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.535148])";"30";"turtlesim3.sim";"1726576701.668562874";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.564384])";"30";"turtlesim2.sim";"1726576701.676558235";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.637474])";"30";"turtlesim1.sim";"1726576701.677562927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.549766])";"30";"turtlesim3.sim";"1726576701.684519582";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.579002])";"30";"turtlesim2.sim";"1726576701.692811017";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.652092])";"30";"turtlesim1.sim";"1726576701.692878463";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.564384])";"30";"turtlesim3.sim";"1726576701.699640432";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.666710])";"30";"turtlesim1.sim";"1726576701.709041858";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.593620])";"30";"turtlesim2.sim";"1726576701.709538844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.579002])";"30";"turtlesim3.sim";"1726576701.715740228";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.608238])";"30";"turtlesim2.sim";"1726576701.724785702";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.681328])";"30";"turtlesim1.sim";"1726576701.725519502";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.593620])";"30";"turtlesim3.sim";"1726576701.731827661";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.695946])";"30";"turtlesim1.sim";"1726576701.740824146";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.622856])";"30";"turtlesim2.sim";"1726576701.741428453";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.608238])";"30";"turtlesim3.sim";"1726576701.748016612";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.637474])";"30";"turtlesim2.sim";"1726576701.756569829";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.710564])";"30";"turtlesim1.sim";"1726576701.757375568";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.622856])";"30";"turtlesim3.sim";"1726576701.764165265";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.652092])";"30";"turtlesim2.sim";"1726576701.772615313";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.725182])";"30";"turtlesim1.sim";"1726576701.772731000";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.637474])";"30";"turtlesim3.sim";"1726576701.780427681";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.666710])";"30";"turtlesim2.sim";"1726576701.788974503";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.739800])";"30";"turtlesim1.sim";"1726576701.789017554";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.652092])";"30";"turtlesim3.sim";"1726576701.795923884";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.754418])";"30";"turtlesim1.sim";"1726576701.804865177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.681328])";"30";"turtlesim2.sim";"1726576701.805441978";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.666710])";"30";"turtlesim3.sim";"1726576701.812063019";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.695946])";"30";"turtlesim2.sim";"1726576701.821123400";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.769036])";"30";"turtlesim1.sim";"1726576701.821236432";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.681328])";"30";"turtlesim3.sim";"1726576701.828250675";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.710564])";"30";"turtlesim2.sim";"1726576701.837307062";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.783654])";"30";"turtlesim1.sim";"1726576701.837439570";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.695946])";"30";"turtlesim3.sim";"1726576701.844241425";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.798272])";"30";"turtlesim1.sim";"1726576701.852700595";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.725182])";"30";"turtlesim2.sim";"1726576701.852736893";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.710564])";"30";"turtlesim3.sim";"1726576701.860361859";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.739800])";"30";"turtlesim2.sim";"1726576701.868877185";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.812890])";"30";"turtlesim1.sim";"1726576701.868876894";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.725182])";"30";"turtlesim3.sim";"1726576701.876333093";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.754418])";"30";"turtlesim2.sim";"1726576701.885114356";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.827508])";"30";"turtlesim1.sim";"1726576701.885134233";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.739800])";"30";"turtlesim3.sim";"1726576701.892343812";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.769036])";"30";"turtlesim2.sim";"1726576701.901476444";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.842126])";"30";"turtlesim1.sim";"1726576701.901581891";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.754418])";"30";"turtlesim3.sim";"1726576701.908354927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.783654])";"30";"turtlesim2.sim";"1726576701.916904311";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.856744])";"30";"turtlesim1.sim";"1726576701.916947151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.769036])";"30";"turtlesim3.sim";"1726576701.924527584";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.798272])";"30";"turtlesim2.sim";"1726576701.933240909";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.871361])";"30";"turtlesim1.sim";"1726576701.933285402";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.783654])";"30";"turtlesim3.sim";"1726576701.939832920";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.885979])";"30";"turtlesim1.sim";"1726576701.948773161";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.812890])";"30";"turtlesim2.sim";"1726576701.948779668";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.798272])";"30";"turtlesim3.sim";"1726576701.956010572";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.827508])";"30";"turtlesim2.sim";"1726576701.965116975";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.900597])";"30";"turtlesim1.sim";"1726576701.965271675";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.812890])";"30";"turtlesim3.sim";"1726576701.972049985";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.842126])";"30";"turtlesim2.sim";"1726576701.980632134";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.915215])";"30";"turtlesim1.sim";"1726576701.981579599";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.827508])";"30";"turtlesim3.sim";"1726576701.988059079";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.856744])";"30";"turtlesim2.sim";"1726576701.997168668";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.929833])";"30";"turtlesim1.sim";"1726576701.997276144";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.842126])";"30";"turtlesim3.sim";"1726576702.003980201";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.944451])";"30";"turtlesim1.sim";"1726576702.012979918";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.871361])";"30";"turtlesim2.sim";"1726576702.012954987";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.856744])";"30";"turtlesim3.sim";"1726576702.019956105";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.959069])";"30";"turtlesim1.sim";"1726576702.028680370";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.885979])";"30";"turtlesim2.sim";"1726576702.028656134";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.871361])";"30";"turtlesim3.sim";"1726576702.035989710";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.973687])";"30";"turtlesim1.sim";"1726576702.045411674";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.900597])";"30";"turtlesim2.sim";"1726576702.045364921";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.885979])";"30";"turtlesim3.sim";"1726576702.052029208";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.915215])";"30";"turtlesim2.sim";"1726576702.060668535";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.988305])";"30";"turtlesim1.sim";"1726576702.060726779";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.900597])";"30";"turtlesim3.sim";"1726576702.068142728";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.929833])";"30";"turtlesim2.sim";"1726576702.076969311";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.002923])";"30";"turtlesim1.sim";"1726576702.077017567";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.915215])";"30";"turtlesim3.sim";"1726576702.084175679";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.944451])";"30";"turtlesim2.sim";"1726576702.093317448";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.017541])";"30";"turtlesim1.sim";"1726576702.093353119";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.929833])";"30";"turtlesim3.sim";"1726576702.100254586";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.032159])";"30";"turtlesim1.sim";"1726576702.109573281";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.959069])";"30";"turtlesim2.sim";"1726576702.109572455";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.944451])";"30";"turtlesim3.sim";"1726576702.116332845";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.046777])";"30";"turtlesim1.sim";"1726576702.124795451";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.973687])";"30";"turtlesim2.sim";"1726576702.124817752";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.959069])";"30";"turtlesim3.sim";"1726576702.132419261";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.061395])";"30";"turtlesim1.sim";"1726576702.141160484";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.988305])";"30";"turtlesim2.sim";"1726576702.141337085";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.973687])";"30";"turtlesim3.sim";"1726576702.148694590";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.002923])";"30";"turtlesim2.sim";"1726576702.157557442";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=9.988305])";"30";"turtlesim3.sim";"1726576702.163962222";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.017541])";"30";"turtlesim2.sim";"1726576702.172940719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.002923])";"30";"turtlesim3.sim";"1726576702.180189826";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.032159])";"30";"turtlesim2.sim";"1726576702.189420902";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.017541])";"30";"turtlesim3.sim";"1726576702.196404668";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.046777])";"30";"turtlesim2.sim";"1726576702.204814465";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.032159])";"30";"turtlesim3.sim";"1726576702.212501814";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.061395])";"30";"turtlesim2.sim";"1726576702.221169578";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.046777])";"30";"turtlesim3.sim";"1726576702.227779132";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.028466, y=10.061395])";"30";"turtlesim3.sim";"1726576702.243926077";"./src/turtle.cpp:update:260"
